Wine Spritzer	Wine	Bitter	Tonic Water	Lime	Ingredients: 3 ounces chilled white wine, 1 ounce cold club soda, or mineral water >Garnish: Lime wedge, or orange peel >Instructions: Fill a white wine glass or highball glass with ice. Pour in the wine. Top with club soda or mineral water. Garnish with a lime wedge or orange peel. Serve and enjoy.	https://www.thespruceeats.com/thmb/eWiqkljRrPzM-09s9nmRgZzRiIY=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/white-wine-spritzer-759850-hero-01-ffb5c333bfba4596bad155c2ed858c9b.jpg
Bishop	Rum	Sweet	Syrup 	Lime	Ingredients: 3 ounces rum, 1 ounce red wine, 1 teaspoon simple syrup, 1/2 tablespoon freshly squeezed lime juice >Instructions: Pour ingredients into a cocktail shaker filled with ice and shake well. Strain into a chilled red wine glass.	https://www.thespruceeats.com/thmb/IoNL05hegSIXz--c1P7UY-GFTfw=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/bishop-cocktail-recipe-760497-hero-01-ad603c987a624aeba53738382b041292.jpg
Berry Wine Slushies	Wine	Fruity	Berries	Cherry	Ingredients: 2 cups red, white, rosé, or sparkling wine, 3 ice cubes, 1/4 cup raspberries, 1/4 cup blackberries, 1/4 cup sliced frozen strawberries, 1 tablespoon honey, optional >Garnish: Fresh or frozen berries >Instructions: Fill an ice cube tray with the wine of your choice. Freeze for at least 6 hours, though overnight is best. For one large slushie or two small ones, combine 3 ice cubes and 6 frozen wine cubes with the berries and honey in a blender. Blend well, until mixed and slushy. Pour into a chilled glass. Garnish with berries, serve, and enjoy.	https://www.thespruceeats.com/thmb/5VIvG3th9Zzd5OfiyQo6HyauGxs=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/berry-wine-slushies-5079455-067-d9548a45333b4dc594e99d8389b67c4c.jpg
Pomegranate Grapefruit Frose 	Wine	Fruity	Grapefruit juice	Mint	Ingredients: 3 ounces rosé wine, 1 ounce pomegranate vodka, 1 ounce ruby red grapefruit juice, 1/4 ounce freshly squeezed lemon juice, 1/4 ounce simple syrup, 1 cup crushed ice >Garnish: Fresh mint, Strawberry slice >Instructions: In a blender, add the wine, vodka, grapefruit and lemon juices, and simple syrup. Quickly blend them together. Add the ice and blend until smooth. Pour into a chilled cocktail or margarita glass. Garnish with a sprig of mint or thyme and a slice of strawberry. Serve and enjoy.	https://www.thespruceeats.com/thmb/aMoVnLHoFuGjMB4PK82vvfskTp0=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/VanGoghVodka-PomegranateGrapefruit-FroseCocktail-593e8a065f9b58d58a0a6228.jpg
Grave digger	Brandy	Bitter, sweet	Coffee	Whipped cream 	Ingredients: 1 1/2 ounces vanilla-infused brandy*, 3/4 ounce coffee liqueur, 1/2 ounce Grand Marnie, 1 ounce espresso, freshly brewed >Garnish: whipped cream, Oreo cookies, crushed >Instructions: Add all ingredients into a shaker with ice and shake until well-chilled. Strain into a coupe. Top with whipped cream and crushed Oreo cookies (discarding cream in center).	https://www.liquor.com/thmb/q2HOA0ZsVhU1hE-0ndIYfoAeHFM=/720x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/__opt__aboutcom__coeus__resources__content_migration__liquor__2019__10__23090848__grave-digger-720x720-article-511826e89ac140568f17b1391bd24e02.jpg
Brazilian Sangria	Brandy	Frutty	None	none	Ingredients: 1/2 cup fresh seasonal fruits, 1/2 ounce absinthe, 1 1/4 ounces cachaça, 1/2 ounce Spanish brandy, 1/2 ounce orange liqueur, 1 ounce red wine >Instructions: In a cocktail shaker, thoroughly muddle the fruit with the absinthe, cachaça, brandy, and orange liqueur. Pour everything (including the ice) into a wine glass. Float red wine on top of the cocktail by slowly pouring it over the back of a bar spoon. Serve and enjoy.	https://www.thespruceeats.com/thmb/P_ikowR7cfQYX3eftudyyn-M4iI=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/BrazilianSangria-GettyImages-sb10064975ap-001-5a10beba89eacc003709b1e3.jpg
French Pear Martini	Vodka	Bitter	None	Pear	Ingredients: Superfine sugar, for optional rim, Lemon wedge, for optional rim, 1 1/2 ounce ​pear vodka, 1 1/2 ounces elderflower liqueur, 1 ounce Champagne >Garnish:Lemon twist, pear slice >Instructions: If you like, rim a cocktail glass with superfine sugar: Use a lemon wedge to wet the rim, then roll the edge in a small dish filled with superfine sugar. In a cocktail shaker filled with ice, pour the elderflower liqueur and pear vodka, shake well. Strain into the prepared glass. Top with Champagne. Garnish with a lemon twist and/or pear slice. Serve and enjoy.	https://www.thespruceeats.com/thmb/8GWJN4Zu9LShVgdEvEQO9LH2bXA=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/FrenchPear-Martini-001-4ffd313149b14b03850240f4e6d155e5.jpg
Plumdog Millionaire	Gin	Sweet	Tonic Water	Plum	Ingredients: Lavender sugar, for rimming, 2 ounces gin, 1 ounce plum wine, 1 ounce lavender soda >Garnish: Black plum >Instructions: Rim a cocktail glass with lavender sugar: Wet the rim by either wiping the slice of plum around the rim or dunking it in a small dish of plum wine, then roll it in a dish of lavender sugar. In a mixing glass filled with ice, pour the gin, plum wine, and lavender soda, stir well. Strain into the prepared glass. Garnish by floating the plum slice on top of the drink. Serve and enjoy.	https://www.thespruceeats.com/thmb/5PNr_hMS5XuDvvx_XzN9-McUi2E=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/plumdog-millionaire-cocktail-56a175595f9b58b7d0bf7644.jpg
Sherry Cobber 	Whisky	Bitter	Syrop	Orange	Ingredients: 3 ounces dry amontillado sherry, 1/4 ounce simple syrup, 1 orange half-wheel >Garnish: orange wheel >Instructions: Add the sherry, simple syrup, and orange half-wheel to a cocktail shaker and fill with ice. (Note: If using a sweeter sherry, reduce the amount of simple syrup.). Shake brutally (this will muddle the orange), then strain into a highball glass filled with fresh crushed ice. Garnish the drink with an additional orange wheel.	https://www.liquor.com/thmb/nR8D85ItU81_Xcjan0WFH2yvjWA=/720x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/sherry-cobbler-720x720-primary-0b175086bcf94891b127f3144d132d2b.jpg
Frisco 49	Gin	Sweet	Lemon juice	Peach	For Pear-Infused Gin: 1 medium Bartlett pear, 1 medium Anjou Pear, 1 (750-milliliter) bottle gin >For Roasted Peach Honey Syrup: 2 large peaches, 2 to 3 tablespoons, ground cinnamon, 3/4 cup honey, 3/4 cup warm water >For Cocktail: 1 1/2 ounces pear-infused gin, 1/2 ounce lemon juice, 1/2 ounce roasted peach honey syrup, 3 ounces dry sparkling wine >Garnish: Maraschino cherry >Make Pear-Infused Gin: Cut the pears into slices and place in a mason jar. Add gin to cover the pears. Allow to steep for one to three days (according to taste) in a cool, dark place. Strain out the pears and bottle the gin under a tight seal. It will retain the shelf life of normal gin. >Make the Roasted Peach Honey Syrup: Preheat oven to 400 F. Cut the peaches in half and sprinkle with cinnamon. Roast in the oven for 20 minutes. Add the roasted fruit, honey, and water to a food processor or blender and blend well. Strain well to remove any solids, bottle, and store in the refrigerator. The syrup will keep well for about two weeks. >Make the Frisco 49 Cocktail: Combine the gin, lemon juice, and syrup in a cocktail shaker with ice cubes. Shake and strain into a Champagne flute. Top with sparkling wine. >Garnish with a maraschino cherry in the bottom of the glass. Serve and enjoy.	https://www.thespruceeats.com/thmb/vksw8onv38__K6GMtNCpF1Xvb0U=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/Frisco49-10173283-56a170ee3df78cf7726aabd9.jpg
Figgy Sparkler	Vodka	Sweet	Sparkling soda 	Cherry	Ingredients: 1 medium fresh or dried fig, 2 orange slices, cut in half, 9 fresh cranberries, divided, 1 1/2 ounces vodka, 4 ounces sparkling wine >Garnish: Orange twist >Instructions: In a cocktail shaker, muddle the fig, orange slices, and 6 cranberries with the vodka. Add ice and shake well. Strain into a Champagne flute and top with sparkling wine. >Garnish with 3 cranberries and an orange twist. Serve and enjoy.	https://www.thespruceeats.com/thmb/Ztt8JpIQhaz6gyxx9imINvVGTrM=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/FiggySparkler-Cocktail-5a13493e0d327a0037e45ff8.jpg
Wiskey sour	Whisky	Sour	Lemon juice	None	Ingredients: 2 ounces bourbon, 3/4 ounce lemon juice, freshly squeezed, 1/2 ounce simple syrup, 1/2 ounce egg white (optional) >Garnish: Angostura bitters >Instructions: Add bourbon, lemon juice, simple syrup and egg white, if using, to a shaker and dry-shake for 30 seconds without ice. Add ice and shake again until well-chilled. Strain into a coupe glass. Garnish with 3 or 4 drops of Angostura bitters.	https://www.liquor.com/thmb/j68HLUx9ATtBoAvNH5Sv9sMD_XQ=/720x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/whiskey-sour-720x720-primary-v2-4fc831b613964da5a19cdbfda917d7df.jpg
Old Cuban	Rum	Sour	Lime juice	Mint	Ingredients: 6 whole mint leaves, 1 ounce simple syrup, 3/4 ounce lime juice, freshly squeezed, 1 1/2 ounces aged rum, 2 dashes Angostura bitters, 2 ounces Champagne, chilled >Garnish: mint >Instructions: Muddle the mint leaves with the simple syrup and lime juice in a shaker. Add the rum and bitters and ice, and shake until well-chilled. Double-strain into a coupe glass. Top with Champagne and garnish with a mint sprig.	https://www.liquor.com/thmb/iSLQVHWkcUDNXyrDR6qZwDxsgXU=/720x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/__opt__aboutcom__coeus__resources__content_migration__liquor__2016__09__15152906__old-cuban-720x720-recipe-645193dfd1344708b36558992d7fc2bf.jpg
Vesper	Gin	Bitter	None	Lemon	Ingredients: 3 ounces gin, 1 ounce vodka, 1/2 ounce Lillet Blanc, or dry vermouth >Garnish: Lemon peel >Instructions: In a cocktail shaker, combine gin, vodka, and Lillet Blanc or dry vermouth. Shake well and strain into a chilled cocktail glass. Garnish with a large piece of lemon peel. Serve and enjoy.	https://www.thespruceeats.com/thmb/WjmGm4YlkCaDPRszEOVU8lOs_w4=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/vesper-martini-recipe-760130-10-843e317b550c423c9305de30d1ce1150.jpg
Ramos Gin Fizz	Gin	Sweet	Syrop	Whipped cream 	Ingredients: 2 ounces gin, 3/4 ounce simple syrup, 1/2 ounce heavy cream, 1/2 ounce lemon juice, freshly squeezed, 1/2 ounce lime juice, freshly squeezed, 3 dashes, orange flower water, 1 fresh egg white, Club soda, chilled, to top >Instructions: Add the gin, simple syrup, heavy cream, lemon and lime juices, orange flower water and egg white into a shaker and dry-shake (without ice) vigorously for about 10 seconds. Add ice and shake for at least 15 seconds, until well-chilled. Strain into a Collins glass. Pour a little bit of club soda back and forth between the empty halves of the shaker tins to pick up any residual cream and egg white, then use that to top the drink.	https://www.liquor.com/thmb/05h9NOUF1BVjX-nWq5MgJjMegEs=/720x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/__opt__aboutcom__coeus__resources__content_migration__liquor__2019__04__08140002__Ramos-Gin-Fizz-720x720-recipe-8c5c98e081b84cdd8d0a587de32d9573.jpg
Ti' Punch	Rum	Bitter	Syrop	Lime	Ingredients: 1 teaspoon sugar cane syrup, 2 ounces rum agricole >Garnish: lime wheel >Instructions: Squeeze a lime wheel into a chilled rocks glass, and drop in the wheel. Add the sugar cane syrup, and stir with the juice. Add the rum agricole and optional ice, if desired	https://www.liquor.com/thmb/kd55gWFDjrmh0BOKJnZrQnb7b40=/720x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/__opt__aboutcom__coeus__resources__content_migration__liquor__2017__06__20135108__ti-punch-720x720-recipe-ff07976633cd404c92a68c5eae706a7f.jpg
Painkiller	Rum	Sweet	Pineapple juice 	Orange	Ingredients: 2 ounces dark or navy rum, 4 ounces pineapple juice, 1 ounce orange juice, 1 ounce cream of coconut, Pineapple wedge, for garnish >Garnish: Grated nutmeg >Instructions: Pour the rum, pineapple juice, orange juice, and cream of coconut into a cocktail shaker filled with ice and shake well. Strain into a chilled highball glass filled with fresh ice. Garnish with a pineapple wedge and sprinkle the Painkiller with grated nutmeg on top.	https://www.thespruceeats.com/thmb/eFARg54B_LAFsj4_9tA39NzIan8=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/painkiller-cocktail-recipe-760473-hero-01-3bbbf88a529442e8a6f1db406977a1c2.jpg
Bobby Burns	Whisky	Bitter	None	Orange	Ingredients: 2 ounces Scotch whisky, 3/4 ounce sweet vermouth, 1 dash orange bitters, 1 dash absinthe >Instructions: Pour the ingredients into a cocktail shaker filled with ice and stir well. Strain into a chilled cocktail glass. Serve and enjoy.	https://www.thespruceeats.com/thmb/FI0D_l01rsVbQDSvdrNeYmDh5fU=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/RobertBurns-Cocktail-5c21fe5246e0fb00014521e7.jpg
Pear and rose punch	None	Fruity	Pear juice, Vanila, Cardamom, Ginger, Apple cider vinegar	Rosemary, Thyme, Pear, Berries	Ingredients: 1l pear juice, 1 vanilla pod, 1 tbsp golden caster sugar, 4 cardamom pods, few slices root ginger, 25ml raw apple cider vinegar, 0.5 tsp rosewater, 250ml sparkling water, ice >rosemary sprigs, thyme , leaves picked, sliced red pear, handful frozen redcurrants >Pour the pear juice into a large pan. Add the vanilla pod, golden caster sugar, cardamom pods and root ginger, then bring to a simmer. Leave to cool completely, then strain into a punch bowl or jug. Add the raw apple cider vinegar, rosewater and sparkling water. Garnish with rosemary sprigs, thyme, sliced red pear and a handful of frozen redcurrants. Add ice and serve.	https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cucumber-mint-melon-punch-57d3196.jpg?quality=90&resize=504,458?quality=90&webp=true&resize=504,458
Virgin piña colada	None	Fruity	Pineapple juice, Coconut milk, Lime juice	Cherry	Ingredients: 150ml pineapple juice, 50ml coconut milk, 25ml lime juice, ice, 100g dark brown muscovado sugar, 1 pineapple, 5 black peppercorns, 5 cloves, 1 cinnamon stick > cherry, pineapple leaves >To make a mock rum syrup, put the dark brown muscovado sugar and 200ml water in a saucepan, stir well and heat gently until the sugar has dissolved. Add a few strips of skin from the pineapple, add the black peppercorns, cloves and a cinnamon stick, then bring to the boil. Turn off the heat and leave to infuse until cold. Strain into a jug and set aside in the fridge until needed. Will keep for up to three days. Pour the pineapple juice into a tall glass, and add the coconut milk and lime juice. Stir gently. Fill up the glass with a handful ice then slowly add 25ml of the syrup so it sinks to the bottom. Garnish with pineapple leaves and a tinned cherry.	https://www.thespruceeats.com/thmb/lffPWhaRwCmOxppyeLzb3qTWyM8=/940x0/filters:no_upscale():max_bytes(150000):strip_icc():format(webp)/virgin-pina-colada-recipe-2097115-hero-images-5-25cd3a15f6204c1d87fdf8c60b6b144e.jpg
Faux fizz	None	Sour	Apple cider vinegar, Fruit syrup	Rosemary	Ingredients: 2 tsp apple cider vinegar, sparkling water to top up, 1 sliced pear, 4 dried apricots, 75g golden caster sugar, 25g honey, 1 sprig rosemary, 1 strip lemon zest >rosemary >To make the base syrup, put the sliced pear, dried apricots, golden caster sugar, honey, sprig of rosemary and a strip of lemon zest in a saucepan with 100ml water. Heat for 10 mins or until the sugar has dissolved and the pear is very soft, then leave to cool completely. Strain the syrup into a jug, add the apple cider vinegar and chill in the fridge for at least 30 mins. Pour about 25ml of the syrup into a champagne flute and top with cold sparkling water. Garnish with a rosemary sprig, if you like.	https://images.immediate.co.uk/production/volatile/sites/30/2020/08/faux-fizz-86b98d7.jpg?quality=90&webp=true&resize=300,272
Non-alcoholic G&T	None	Herbaceous	Tonic water, Cardamom, Cucumber, Tea, Lemon zest, Cloves, Rosemary	Mint	Ingredients: 5 cardamom pods, half cucumber, 1 chamomile teabag, half bunch mint leaves, 1 strip lemon zest, 5 cloves, half bunch rosemary, tonic water to top up, ice >mint leaves >Bruise the cardamom pods and slice the cucumber. Put them both in a large jug and add the chamomile teabag, mint leaves, lemon zest, cloves and rosemary. Top up with 500ml cold water. Leave to infuse in the fridge for 2-4 hrs. To serve, strain the infused water and pour 50ml of it into each glass. Top up with tonic water and lots of ice. Garnish each one with a few more mint leaves and pomegranate seeds, if you like.	https://images.immediate.co.uk/production/volatile/sites/30/2020/08/gin-free-gt-6e95923.jpg?quality=90&webp=true&resize=300,272
Non-alcoholic mulled wine	None	Fruity	Pomegranate juice, Apple juice, Cinnamon, Anise, Cloves	Berries	Ingredients: 500ml pomegranate juice, 25g golden caster sugar, handful of frozen blackberries, 250ml apple juice, 1 cinnamon stick, 1 star anise, 4 cloves, 3 black peppercorns, 1 orange quartered >Instructions: Put the pomegranate juice, sugar, blackberries and apple juice in a saucepan. Add the cinnamon, star anise, cloves, peppercorns and orange. Heat gently until simmering. Taste for sweetness, then strain into heatproof glasses.	https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/main-non-alcoholic-mulled-wine-0009-portrait-pf-1574164347.jpg
Clementine mock mojito	None	Sweet, Sour, Fruity, Herbaceous	Clementine, Mint, Sparkling water	None	Ingredients: 1 clementine, 0.5 tsp demerara sugar, 1 lemon wedge chopped, ice, small handful of mint, a few drops of orange blossom water, sparkling water to top up >Instructions: Juice half the clementine and chop the other half into small pieces. Pour the juice into a glass and stir in the sugar. Tip in the chopped clementine and lemon, then crush using a muddler. Add a handful of ice, the mint and orange blossom. Top up slowly with sparkling water.	https://images.immediate.co.uk/production/volatile/sites/30/2020/10/Clementine-mock-mojito-8902c60.jpg?quality=90&resize=556,505
Pineapple & ginger punch	None	Sweet, Spicy	Pineapple juice, Lime juice, Ginger beer	Mint, Anise	Ingredients: 750ml pineapple juice, 1 lime juiced, small bunch of mint, ice, 750ml ginger beer >To garnish: 6-8 mint sprigs, 6-8 whole star anise (optional) >Instructions: Pour the pineapple juice and lime juice into a blender. Add the mint and a couple of handfuls of ice, then blitz until the ice is crushed. Pour into tumblers filled with more ice, then top up with the ginger beer. Garnish each glass with mint and star anise.	https://imagesvc.meredithcorp.io/v3/mm/image?url=https%3A%2F%2Fstatic.onecms.io%2Fwp-content%2Fuploads%2Fsites%2F37%2F2014%2F10%2F02%2Fpineapple-ginger-punch-RU234491.jpg&q=60
Cranberry spritz	None	Fruity	Cranberry juice, Orange juice, White grape juice	Sage	Ingredients: 100ml cranberry juice, half orange, juiced, 6 sage leaves, around 4 ice cubes, 80ml sparkling white grape juice >Instructions: Pour 50ml cranberry juice into two champagne coups or wine glasses. Divide the orange juice between them, then stir. Add 3 sage leaves and an ice cube or two to each glass, then top up with the sparkling grape juice.	https://thecrookedcarrot.com/wp-content/uploads/2020/03/winter-cranberry-spritz-6-1-683x1024.jpg
Frozen blackberry smoothie	None	Fruity	Berries, Banana, Ginger, Pomegranate juice 	Thyme, Berries	Ingredients: 10 frozen blackberries, half banana (or 1 small one) sliced, 1 ball of stem ginger from a jar, 100ml pomegranate juice or red grape juice, ice, 1 thyme sprig and 1 frozen blackberry, to garnish >Instructions: Put all of the ingredients, apart from the garnish, in a high-speed blender with a few small ice cubes, then blend until smooth and thick. Pour the smoothie into a margarita glass or a tumbler and garnish with a thyme sprig and frozen blackberry.	https://www.eatingbirdfood.com/wp-content/uploads/2021/04/blackberry-smoothie-close-up-straight.jpg
Sage sour	None	Sour	Alcohol-free gin, Lemon juice, Syrup, Egg white	Sage	Ingredients: 50ml alcohol-free gin (or infuse some gin botanicals in water), 25ml lemon juice, 5ml sugar syrup, 4 sage leaves, ice, 1 tbsp egg white >Instructions: Put the gin alternative, lemon juice, sugar syrup, 3 of the sage leaves and a good handful of ice into a cocktail shaker. Shake hard until the outside of the shaker is ice cold, then double strain into a small jug. Discard the ice and any remaining sage pieces, then pour the cocktail back into the shaker and add the egg white. Shake it really hard to froth up the egg white, then pour into a cocktail glass or coupe >Garnish with the remaining sage leaf.	https://www.fashionbeans.com/wp-content/uploads/2016/06/sagecocktail.jpg
Apple & rhubarb cooler	None	Sweet, Savory	Apple juice, Apple cider vinegar, Syrup, Sparkling soda	Rosemary	Ingredients: ice, 25ml cloudy apple juice, 1 tsp apple cider vinegar, 1 tsp of the syrup from a jar of stem ginger, 100ml sparkling rhubarb soda, 1 rosemary sprig, to garnish >Instructions: Fill a tumbler with ice, then pour in the apple juice, cider vinegar, stem ginger syrup and stir. Slowly top up with the sparkling rhubarb soda. Stir again with a sprig of rosemary and leave it in the drink as the garnish.	https://www.toastmag.co.nz/assets/images/articles/2016/09/rhubarb-apple-sour-test.jpg
Passionfruit & elderflower spritz	None	Fruity	Passion fruit juice, Lemon juice, Elderflower cordial, Sparkling water	Passion fruit seeds, Lime leaf	Ingredients: 50ml passion fruit juice, 25ml lemon juice, 2 tsp elderflower cordial, 150ml sparkling water, 1 tsp passion fruit seeds or a lime leaf (optional) to serve >Instructions: Make sure all the ingredients are well chilled before you start. Ideally chill a flute glass too. Pour all of the ingredients into your glass, taking your time when you add the sparkling water so it doesn’t overflow, then stir gently. >Drop in a few passion fruit seeds to garnish and a lime leaf, if you like.	https://www.eatloveeats.com/wp-content/uploads/2016/06/Passionfruit-and-Elderflower-Fizz-5.jpg
Summer cup	None	Sour	Cucumber, Mint, Berries, Lemon juice	Berries , Chopped fruits, Cucumber, Mint, Citrus	Ingredients: 1cm thick slice of cucumber, 1 sprig mint, few frozen red berries, 120ml clear, sparkling lemonade, ice >To garnish: more frozen berries , chopped fruits, cucumber slice, mint, citrus – all optional >Instructions: Chop the cucumber and mint sprig into small pieces. Bring 200ml water to the boil in a small pan and then add the mint and cucumber. Turn off the heat and leave for 2 mins. Add a small handful of frozen berries, let them defrost for a minute, then crush them lightly with the back of a spoon. Strain the mixture. This will keep in the fridge for up to 24 hours and will be enough to make four drinks. Pour 40ml of your strained mixture into a tall glass. Add a handful of ice and top up with 120ml lemonade. Garnish with whatever chopped fruit you like or some more frozen berries and mint leaves if you have them. Stir gently to combine.	https://wildwildwhisk.com/wp-content/uploads/2019/05/Pimms-cup-cocktail-1.jpg
Non-alcoholic Irish cream liqueur	None	Bitter, Sweet	Double cream, Milk, Syrup, Coffee, Cinnamon, Vanilla extract	None	Ingredients: 150ml double cream, 50ml evaporated milk, 2 tbsp maple syrup, 25ml freshly brewed espresso, pinch of ground cinnamon, 1 tsp vanilla extract, pinch of finely grated orange zest, ice >Instructions: Put all the ingredients in a large cocktail shaker or jug with a generous handful of ice. If using a shaker, shake well until the outside feels cold, then double strain into tumblers. If using a jug, stir well until combined. Serve poured over ice.	https://images.immediate.co.uk/production/volatile/sites/30/2020/10/Non-alcoholic-Irish-cream-liqueur-f50cd1a.jpg
Ginger beer	None	Spicy, Sour	Ginger, Lemon juice, Sparkling water	Mint	Ingredients: 200g ginger thickly sliced, 2 large lemons peeled and juiced, 75g golden caster sugar, 100g light brown muscovado sugar, ice, 1 litre soda or sparkling water, mint sprigs to serve >Instructions: Put the ginger in a saucepan set over a low heat with the lemon peel, sugars and 500ml water and stir until the sugars have dissolved. Increase the heat to medium, then simmer for 15-20 mins, or until reduced and syrupy. Remove from the heat and leave to cool completely. Strain the syrup into a jug through a sieve lined with muslin. At this stage, you can transfer the syrup to a small sterilised bottle or jar and keep in the fridge for up to two weeks. Pour the ginger syrup into a large serving jug. Tip in the lemon juice, fill with ice and top up with the soda water >Serve garnished with a few mint sprigs.	https://www.thebellevieblog.com/wp-content/uploads/2013/04/MG_2597.jpg
Homemade elderflower cordial	None	Sweet, Sour	Lemon, Elderflower	None	Ingredients: 2.5kg white sugar either granulated or caster, 2 unwaxed lemons, 20 fresh elderflower heads stalks trimmed, 85g citric acid >Instructions: Put the sugar and 1.5 litres water into the largest saucepan you have. Gently heat, without boiling, until the sugar has dissolved. Give it a stir every now and again. Pare the zest from the lemons using a potato peeler, then slice the lemons into rounds. Once the sugar has dissolved, bring the pan of syrup to the boil, then turn off the heat. Fill a washing up bowl with cold water. Give the flowers a gentle swish around to loosen any dirt or bugs. Lift flowers out, gently shake and transfer to the syrup along with the lemons, zest and citric acid, then stir well. Cover the pan and leave to infuse for 24 hrs. Line a colander with a clean tea towel, then sit it over a large bowl or pan. Ladle in the syrup – let it drip slowly through. Discard the bits left in the towel. Use a funnel and a ladle to fill sterilised bottles (run glass bottles through the dishwasher, or wash well with soapy water. Rinse, then leave to dry in a low oven). The cordial is ready to drink straight away and will keep in the fridge for up to 6 weeks. Or freeze it in plastic containers or ice cube trays and defrost as needed.	https://veganonboard.com/wp-content/uploads/2020/05/elderflower_cordial_glass-3.jpeg
Virgin mojito 	None	Sweet, Sour, Herbaceous	Mint, Lime juice, Sparkling soda	None	Ingredients: 1 tbsp sugar, small bunch mint, 3 limes juiced, sparkling soda >Instructions: Muddle the sugar with leaves from the mint using a pestle and mortar (or use a small bowl and the end of a rolling pin). Put a handful of crushed ice into 2 tall glasses. Divide the lime juice between the glasses with the mint mix. Add a straw and top up with soda water.	https://www.sustainablecooks.com/wp-content/uploads/2018/06/Classic-Virgin-Mojito-Recipe-2.jpg
Diabolo grenadine	None	Fruity	Grenadine, Lemon juice, Mint	None	Ingredients: For the grenadine (makes 150ml): 100ml pomegranate juice (not from concentrate), 100g granulated sugar, drop of orange blossom water >For the diabolo: 30ml grenadine, large handful of ice, 150ml clear lemonade, 1 mint sprig >Instructions: Put the pomegranate juice and sugar in a pan set over a low heat. Stir until the sugar has dissolved. Remove from the heat. Leave to cool. Add the orange blossom water, then pour into a sterilised bottle. Will keep for two weeks. For the diabolo, pour 30ml of the grenadine into a tall glass, add the ice, and top up with the lemonade. Stir gently to combine, then garnish with a mint sprig.	https://images.immediate.co.uk/production/volatile/sites/30/2021/01/Diablo-grenadine-fafd009.jpg?quality=90&resize=556,505
Non-alcoholic tropical fizz	None	Fruity	Berries, Kiwi, Pineapple, Apple juice, Sparkling soda	None	Ingredients: handful strawberries hulled and halved, 1 kiwi fruit peeled and chopped, 2 pineapple rings chopped, sparkling apple juice, tropical fruit juice, soda water >Instructions: Fill 8 glasses with a mixture made up of strawberries, kiwi fruit and pineapple rings. Fill the glasses with equal amounts of chilled sparkling apple juice, chilled tropical fruit juice and chilled soda water. Serve immediately.	https://media.healthyfood.com/wp-content/uploads/2016/09/Tropical-fizz-2-1024x676.jpg
Apple, elderflower & mint sparkle	None	Fruity, Herbaceous	Elderflower, Apple juice, Mint, Sparkling soda	None	Ingredients: 75ml elderflower cordial, 1l cloudy apple juice, small handful mint leaves roughly chopped, bottle sparkling water >Instructions: For a grown-up non-alcoholic drink, mix elderflower cordial with cloudy apple juice. Add a small handful mint leaves, stir well, then pour into a chilled flask. At the picnic, pour half glasses of the juice and top up with sparkling water.	https://www.weightwatchers.co.uk/images/2057/dynamic/foodandrecipes/2016/12/WEB_Mocktails_AppleEderflowerMint_800x800.jpg
Spiced & sweet lassis	None	Sweet, Spicy	Yogurt, Cumin, Coriander, Rose water	None	Ingredients: low fat yogurt, water, a few toasted cumin seeds, a little chopped fresh coriander >For a sweet lassi: sugar to taste, few drops of rose water to taste; Instructions: For spiced lassi, whisk equal amounts of low-fat yogurt with water using a balloon whisk to create a frothy foam, then serve sprinkled with a few toasted cumin seeds and a little chopped fresh coriander. For a sweet version, whisk the yogurt and water with a little sugar to taste and a few drops of rose water.	https://pipingpotcurry.com/wp-content/uploads/2021/05/Lassi-in-a-glass.jpg
